"ToyDescription","BrandId","SalesPrice","PurchasePrice","VendorName","VendorId"
"Star Wars Episode VII Rey Resistance Outfit",37117,294.63,208.55,"Hasbro",24967
"Kre-O Star Trek Space Dive Construction Set",45564,3.95,2.8,"Hasbro",24967
"Littlest Pet Shop Get the Pets Single Pack Irina Snoutsky",34760,6.99,4.85,"Hasbro",24967
"THE AMAZING SPIDER-MAN WEB BATTLERS Comic Series Attackin' Arms DOC OCK Figure",34047,14.99,10.03,"Hasbro",24967
"STAR WARS THE CLONE WARS YODA Figure",80729,9.99,6.84,"Hasbro",24967
"STAR WARS Movie Heroes CLONE TROOPER Figure",78592,13.95,9.74,"Hasbro",24967
"Marvel Super Hero Squad: Black Costume Spider-Man and Green Goblin",66167,54.99,37.83,"Hasbro",24967
"BEYBLADE EXTREME TOP SYSTEM TORNADO BATTLERS TORNADO PEGASUS Top",95562,11.99,8.47,"Hasbro",24967
"KRE-O TRANSFORMERS AUTOBOT JAZZ Construction Set",67783,13.99,9.42,"Hasbro",24967
"Star Wars Obi-Wan's Jedi Starfighter",96017,24.99,17.57,"Hasbro",24967
"Transformers Beast Hunters Deluxe Class Ripclaw Figure",98757,16.99,11.71,"Hasbro",24967
"PLAY-DOH Pastel Colors 4-Pack",76026,42.98,28.84,"Hasbro",24967
"Marvel Avengers Age of Ultron Captain America and Marvel's War Machine Figures with Blast Cycle",91611,10.99,7.65,"Hasbro",24967
"MARVEL Universe Heroic Age Heroes Pack",56657,39.99,27.44,"Hasbro",24967
"TRANSFORMERS ACTIVATORS STARSCREAM",96908,32.99,23.03,"Hasbro",24967
"YAHTZEE Flash Game",94287,5,3.42,"Hasbro",24967
"Star Wars The Black Series Luke Skywalker and Wampa Figures",64177,56.99,39.45,"Hasbro",24967
"Star Wars The Black Series Luminara Unduli Figure",29466,14.99,10.63,"Hasbro",24967
"Transformers Generations Legends Class Cliffjumper and Suppressor Figures",52302,11.99,8.05,"Hasbro",24967
"Transformers Generations Legends Class Cliffjumper and Suppressor Figures",79118,11.99,8.44,"Hasbro",24967
"Marvel Captain America Super Soldier Gear Precision Strike Winter Soldier Figure",71290,10.99,7.74,"Hasbro",24967
"Star Wars Command Droid Destruction Pack",5302,7.99,5.34,"Hasbro",24967
"MARVEL Universe Series 4 MARVEL'S PATRIOT Figure",29589,8.35,5.65,"Hasbro",24967
"FURBY (Yellow/Pink)",43880,92.99,64.79,"Hasbro",24967
"Spider-Man - Blaster Armor Spider-Man",18942,8.99,6.4,"Hasbro",24967
"Marvel Super Hero Mashers A-Bomb Figure",26060,10.99,7.42,"Hasbro",24967
"Angry Birds Go! Jenga Terence's Mega Truck Game",38966,11.99,8.5,"Hasbro",24967
"Marvel Ultimate Spider-Man Web Warriors Titan Spider-Man with Web Copter",76168,21.99,15.31,"Hasbro",24967
"Marvel Legends Infinite Series Iron Man Mark 43",40253,50.99,35.37,"Hasbro",24967
"PLAYSKOOL WHEEL PALS (Horse)",96731,10.99,7.46,"Hasbro",24967
"Transformers Age of Extinction Dino Sparkers Autobot Drift and Dinobot Slug Figures",94638,14.99,10.25,"Hasbro",24967
"Star Wars The Black Series Luke Skywalker (Stormtrooper Disguise) Figure",72995,39.72,28.36,"Hasbro",24967
"Transformers Beast Hunters Legion Class Bumblebee Intelligence Specialist Figure",24382,8.99,6.05,"Hasbro",24967
"Beyblade Shogun Steel BeyBattle Tops SS-10 Guardian Leviathan 160SB Top",38561,10.99,7.84,"Hasbro",24967
"Blazing Team Lightstorm Revealer Snake yo-yo",92860,12.99,8.98,"Hasbro",24967
"Transformers Construct-Bots Elite Class Shockwave Buildable Action Figure",12403,29.99,21.13,"Hasbro",24967
"Play-Doh Town Road Worker and Pup",35492,11.99,8.2,"Hasbro",24967
"NERF DART TAG Official Competition Jersey (Large Orange)",86540,19.99,14.09,"Hasbro",24967
"Transformers Age of Extinction Autobots United Pack",39728,79.99,54.03,"Hasbro",24967
"Marvel Guardians of the Galaxy Necrocraft Vehicle",20007,17.99,12.66,"Hasbro",24967
"Star Wars Saga Legends Commander Bly Figure",30550,8.99,6.17,"Hasbro",24967
"MARVEL Universe Series 4 MARVEL'S HERCULES Figure",63211,9.95,6.67,"Hasbro",24967
"STAR WARS THE PHANTOM MENACE THE VINTAGE COLLECTION PRINCESS AMIDALA Figure",75930,14.99,10.04,"Hasbro",24967
"TONKA CHUCK & FRIENDS SOKU THE CRUISER TRUCK Vehicle",90540,25,17.75,"Hasbro",24967
"Marvel Avengers Age of Ultron Thor and Iron Man Figures with Arc ATV Vehicle",1711,10.99,7.43,"Hasbro",24967
"Littlest Pet Shop Pet Pawsabilities Roxy Reddington & Dusty West",2828,11.99,8.14,"Hasbro",24967
"Playskool Bring-Along Poppin' Pup",82089,12.99,9.06,"Hasbro",24967
"STAR WARS The Vintage Collection BOM VIMDIN (Cantina Patron) Figure",69126,12.99,8.8,"Hasbro",24967
"Marvel Ultimate Spider-Man Ultra Strike Spider-Man Figure",36615,33.98,24.26,"Hasbro",24967
"Star Wars Saga Legends Luke Skywalker Figure",63151,8.99,6.1,"Hasbro",24967
"BOP IT! XT Game",50978,150,105.88,"Hasbro",24967
"Play-Doh Treasure Creations Set Featuring Jake and the Never Land Pirates",30022,11.99,8.2,"Hasbro",24967
"Littlest Pet Shop Single Pet Fortuna LaChance",19680,6.99,4.89,"Hasbro",24967
"PLAYSKOOL - ALPHIE",74033,39.99,27,"Hasbro",24967
"NERF VORTEX DIATRON Blaster",34522,39.99,27.26,"Hasbro",24967
"Play-Doh Rainbow Starter Pack",152,9.29,6.27,"Hasbro",24967
"STAR WARS REVENGE OF THE SITH OBI-WAN'S JEDI STARFIGHTER Vehicle",45638,29.99,20.59,"Hasbro",24967
"G.I. Joe Retaliation Roadblock 12-Inch Figure",64286,12.99,8.82,"Hasbro",24967
"Transformers Cyber Commander Series Optimus Prime Figure",33575,14.99,10.06,"Hasbro",24967
"MARVEL THE AVENGERS MINI MUGGS HULK and ABOMINATION Figures",76591,2.75,1.89,"Hasbro",24967
"FURBY Frames (Pink and Green)",80190,6.99,4.85,"Hasbro",24967
"Marvel Captain America Blast 'N Go Combat ATV Vehicle",20895,10.99,7.61,"Hasbro",24967
"Transformers Beast Hunters Deluxe Class Skystalker Figure",73026,16.99,11.54,"Hasbro",24967
"STAR WARS Battle Packs GEONOSIS Arena Battle Pack",79774,27.99,19.7,"Hasbro",24967
"Beyblade Metal Fusion FIGHTING BEAR FURY 2-Pack",99682,19.99,13.86,"Hasbro",24967
"THE AMAZING SPIDER-MAN Web Spinners SPIDER-MAN Figure",31730,4.99,3.4,"Hasbro",24967
"Marvel Avengers Titan Hero Series Heavy Armor Captain America Figure",44273,29.99,21.03,"Hasbro",24967
"STAR WARS DARTH MAUL ULTIMATE FX LIGHTSABER",26142,359.99,241.11,"Hasbro",24967
"Transformers Age of Extinction Construct-Bots Dinobot Riders Autobot Drift Buildable Action Figure",72163,9.99,7.06,"Hasbro",24967
"TRANSFORMERS PRIME ROBOTS IN DISGUISE DELUXE CLASS SERIES 1 HOT SHOT",26687,59.99,40.85,"Hasbro",24967
"Marvel Avengers Age of Ultron Quicksilver and Sub Ultron 009",79861,8.99,6.16,"Hasbro",24967
"Transformers Battle Masters Soundwave Figure",41953,19,12.72,"Hasbro",24967
"CONNECT 4 Checkers Refill",24980,8.99,6.28,"Hasbro",24967
"MARVEL Universe Series 4 PSYLOCKE Figure",45712,14.92,10.55,"Hasbro",24967
"Marvel Titan Hero Series Captain America Electronic Figure",24229,19.99,13.44,"Hasbro",24967
"Sesame Street Cookie Monster Bath Squirter",11638,11.99,8.32,"Hasbro",24967
"STAR WARS THE CLONE WARS PLO KOON Figure",72537,26.99,18.59,"Hasbro",24967
"STAR WARS FORCE TECH ANAKIN SKYWALKER ELECTRONIC LIGHTSABER",14819,9.9,6.94,"Hasbro",24967
"Marvel Captain America Bunker",99011,19.31,13.51,"Hasbro",24967
"MARVEL SPIDER-MAN Web Copter",95813,21.99,14.76,"Hasbro",24967
"LITTLEST PET SHOP TOTALLY TALENTED Seal and Dolphin",76226,19.99,13.48,"Hasbro",24967
"Monopoly Game Rhode Island Edition",39006,89.99,60.46,"Hasbro",24967
"STAR WARS THE CLONE WARS ANAKIN SKYWALKER ULTIMATE FX LIGHTSABER",66810,147.85,102.9,"Hasbro",24967
"TRANSFORMERS RESCUE BOTS PLAYSKOOL HEROES CODY BURNS and Rescue Axe",29952,7.25,5.02,"Hasbro",24967
"Transformers Generations Combiner Wars Deluxe Class Autobot Hound",20237,45,30.83,"Hasbro",24967
"Marvel Avengers All Stars Rampaging Hulk",50919,10.99,7.35,"Hasbro",24967
"Littlest Pet Shop Pet Pawsabilities Eunice Greenley & Pacer Landon",28905,2.99,2.04,"Hasbro",24967
"LITTLEST PET SHOP TOTALLY TALENTED Lion and Bunny",29643,12.99,9.2,"Hasbro",24967
"Marvel Captain America Super Soldier Gear Grapple Cannon Captain America Figure",19776,10.99,7.81,"Hasbro",24967
"Star Wars The Empire Strikes Back Dengar",77667,49.99,33.83,"Hasbro",24967
"Littlest Pet Shop Pet Pawsabilities Wallace Waterman & Sally Seaforth",83858,6.04,4.3,"Hasbro",24967
"Playskool Friends My Little Pony Figure Two-Pack with Rainbow Dash and Bumblesweet",37935,6.99,4.72,"Hasbro",24967
"Star Wars The Force Awakens Micro Machines Deluxe Vehicle Pack Trench Run",48985,34.94,24.08,"Hasbro",24967
"Angry Birds Go! Jenga Tower Knockdown Game",81840,14.68,9.9,"Hasbro",24967
"Transformers Age of Extinction Optimus Prime 12-Inch Figure",13110,10.99,7.47,"Hasbro",24967
"Transformers Construct-Bots Triple Team Class Bulkhead Buildable Action Figure",71899,34.99,24.92,"Hasbro",24967
"Playskool Heroes Marvel Super Hero Adventures Shield Bike With Captain America",84287,16.99,11.58,"Hasbro",24967
"Transformers Construct-Bots Triple Team Class Bulkhead Buildable Action Figure",46277,34.99,24.59,"Hasbro",24967
"Marvel Iron Man 3 Ghost Armor Iron Man Figure",57412,10.99,7.71,"Hasbro",24967
"STAR WARS Jedi Force PLAYSKOOL HEROES SPEEDER BIKE Vehicle with LUKE SKYWALKER Figure",55513,29.93,20.48,"Hasbro",24967
"Marvel Avengers Assemble Marvel's Hawkeye Figure",26725,11.95,7.97,"Hasbro",24967
"TRANSFORMERS ACTIVATORS MEGATRON",27987,86.87,59.19,"Hasbro",24967
"MARVEL Universe Series 4 PROFESSOR X Figure",66942,42.45,29.19,"Hasbro",24967
"My Little Pony Surprise Bag Mini Figure Assortment",77167,89.99,60.07,"Hasbro",24967
"Marvel Avengers Age of Ultron Thor Lightning Strike Hammer Toy",11086,29.99,20.42,"Hasbro",24967
"Marvel Legends Infinite Fierce Fighters Spider-Woman",12413,63.5,42.48,"Hasbro",24967
"The Spectacular Spider-Man: Spider Charged - Vulture",61524,169.97,118.67,"Hasbro",24967
"Jurassic World Dimorphodon Figure",47487,16.99,11.45,"Hasbro",24967
"Nerf Zombie Strike Biosquad Zombie Abolisher ZR-800 Blaster",7333,29.99,20.2,"Hasbro",24967
"STAR WARS THE CLONE WARS The Vintage Collection ANAKIN SKYWALKER Figure",93345,14.99,10.23,"Hasbro",24967
"Disney Frozen Little Kingdom Ice Skating Scene Set",67903,14.99,10.16,"Hasbro",24967
"Marvel Ultimate Spider-Man Web Warriors Iron Spider Basic Figure",52266,9.99,6.97,"Hasbro",24967
"Kre-O Star Trek Jellyfish Construction Set",97169,9.99,6.96,"Hasbro",24967
"Star Wars Anakin's Jedi Starfighter Vehicle",18750,24.99,17.53,"Hasbro",24967
"THE AMAZING SPIDER-MAN Amazing SPIDER-MAN Electronic Figure",60379,24.99,17.31,"Hasbro",24967
"Star Wars The Force Awakens Micro Machines 3-Pack X-Wing Dogfight",50986,5.99,4.15,"Hasbro",24967
"STAR WARS THE PHANTOM MENACE RATTS TYERELL & PIT DROID Figures",73661,9.99,6.84,"Hasbro",24967
"STAR WARS THE CLONE WARS CLONE TROOPER Electronic Helmet",4208,25.99,17.52,"Hasbro",24967
"Nerf Zombie Strike 20 Disc Refill",4124,11.99,8.1,"Hasbro",24967
"THE AMAZING SPIDER-MAN Spider Strike Battle Racer Vehicle",75073,74.99,53.41,"Hasbro",24967
"KRE-O Dungeons & Dragons KREON Warriors Lord Neveremember KREON Set",91537,6.99,4.79,"Hasbro",24967
"Nerf N-Sports Pro Foam Soccer Ball",47508,6.99,4.77,"Hasbro",24967
"Spider-Man Air Mission Battle Packs",65000,9.99,6.77,"Hasbro",24967
"Star Wars The Clone Wars Trade Federation AAT (Armored Assault Tank)",83384,25.99,18.13,"Hasbro",24967
"MARVEL Greatest Battles Comic Packs: SPIDER-MAN and CAPTAIN BRITAIN Pack",36137,12.99,8.7,"Hasbro",24967
"MARVEL THE AVENGERS Movie Series Gamma Smash HULK Figure",4511,14,9.54,"Hasbro",24967
"Marvel The Amazing Spider-Man 2 Triple Strike Cruiser Vehicle",95274,23.99,16.48,"Hasbro",24967
"SPIDER-MAN Space Crusader SPIDER-MAN",87860,12.99,8.87,"Hasbro",24967
"BATTLESHIP Movie Edition zAPPed Game",1306,16.99,12.07,"Hasbro",24967
"KRE-O Transformers Age of Extinction Custom KREON Bumblebee Set",6516,69.99,49.42,"Hasbro",24967
"Baby Alive Bouncin' Babbles Doll",27830,26.99,18.41,"Hasbro",24967
"KRE-O Transformers Age of Extinction Micro-Changers Combiners Firewing Construction Set",13073,10.99,7.5,"Hasbro",24967
"Blazing Team Battlespin Dark Dragon yo-yo",65613,8.99,6.37,"Hasbro",24967
"TONKA BOUNCE BACK RACER (Blue and Red)",55198,34.99,24.88,"Hasbro",24967
"Littlest Pet Shop Get the Pets Single Pack Mackie McMask",38174,6.99,4.94,"Hasbro",24967
"Playskool Heroes Transformers Rescue Bots Night Rescue Heatwave",99180,19.99,13.83,"Hasbro",24967
"BeyRaiderz Rev-Back Launcher Pack",2089,11.99,8.15,"Hasbro",24967
"Marvel Super Hero Mashers Micro Iron Man and Ultron 2 Pack",39831,11.99,8.05,"Hasbro",24967
"Marvel Avengers Age of Ultron Captain America Mask",69683,26.99,18.31,"Hasbro",24967
"Kre-O Transformers Micro-Changers Combiners Constructicon Devastator Set",92170,10.99,7.51,"Hasbro",24967
"Marvel Battle Masters Captain America Figure",11430,24.99,17.77,"Hasbro",24967
"LITE BRITE FOUR-SHARE CUBE Playset",85126,29.99,20.4,"Hasbro",24967
"Littlest Pet Shop Mini Style Set with Zoe Trent Figure",75420,11.99,8.52,"Hasbro",24967
"Marvel Captain America Super Soldier Gear Air Raid Red Skull Figure",83892,29.95,20.62,"Hasbro",24967
"Star Wars Hero Mashers Return of the Jedi Multipack",24941,49.99,34.46,"Hasbro",24967
"Marvel Super Hero Mashers Iron Man Vs. Iron Monger Mash Pack",37212,29.99,20.35,"Hasbro",24967
"Beyblade Leviathan Orochi Water Synchrome 2-Pack",91596,19.99,13.35,"Hasbro",24967
"Jurassic World Brawlasaurs Carnotaurus vs. Ostafrikasaurus Figure Pack",87105,10.99,7.37,"Hasbro",24967
"Beyblade Metal Fusion Beyblade Tournament Set ROCK SCORPIO",8237,39.99,27.99,"Hasbro",24967
"PLAY-DOH CAKE MAKIN' STATION Playset",10717,19.99,13.69,"Hasbro",24967
"Star Wars The Empire Strikes Back 3.75-Inch Figure Forest Mission Luke Skywalker Bespin",40016,7.4,5.21,"Hasbro",24967
"My Little Pony Friendship is Magic Cutie Twisty-Do Applejack Figure",40828,14.99,10.68,"Hasbro",24967
"Star Wars Mission Series Stormtrooper and TIE Pilot Pack",76377,10.99,7.59,"Hasbro",24967
"Transformers Prime Beast Hunters Deluxe Class Knock Out",81988,49.99,35.67,"Hasbro",24967
"G.I. Joe Retaliation Cobra Combat Ninja Figure",35927,10.99,7.43,"Hasbro",24967
"Star Wars The Black Series 41st Elite Corps Clone Trooper Figure",35022,39,26.87,"Hasbro",24967
"STAR WARS THE CLONE WARS REPUBLIC AV-7 MOBILE CANNON Vehicle",86100,29.99,21.22,"Hasbro",24967
"STAR WARS Battle Packs REBEL HEROES Pack",95490,27.99,19.12,"Hasbro",24967
"Marvel Legends Infinite Series Warriors of the Web Figure",41222,41.89,29.05,"Hasbro",24967
"ELEFUN & FRIENDS ELEFUN SNACKIN' SAFARI Game",76489,19.99,13.66,"Hasbro",24967
"MARVEL Universe Series 4 MARVEL'S ANGEL Figure",31042,27.9,18.68,"Hasbro",24967
"Marvel Avengers Age of Ultron Thor Vs. Sub-Ultron 005 Figure Pack",36234,8.99,6.42,"Hasbro",24967
"KRE-O Dungeons & Dragons Knight's Catapult Set",72222,10.99,7.64,"Hasbro",24967
"Marvel Avengers Assemble Phoenix Bow Hawkeye Figure",35921,10.99,7.35,"Hasbro",24967
"Marvel Avengers Assemble Phoenix Bow Hawkeye Figure",53873,10.99,7.8,"Hasbro",24967
"TRANSFORMERS PRIME CYBERVERSE COMMAND YOUR WORLD Commander Class Series 2 BATTLE TACTICS BULKHEAD Figure",13812,14.99,10.33,"Hasbro",24967
"Magic The Gathering Gatecrash Event Deck",60567,29.99,20.64,"Hasbro",24967
"Star Wars Saga Legends Mace Windu Figure",25742,16.99,11.74,"Hasbro",24967
"Beyblade Metal Fusion Electronic Rock Leone",70932,12.99,8.67,"Hasbro",24967
"KRE-O Transformers Custom KREON Predaking Set",64203,79.97,54.88,"Hasbro",24967
"Marvel Legends Marvel's Wrecking Crew Figure",1815,18.99,13.47,"Hasbro",24967
"My Little Pony Friendship is Magic Collection Applejack Figure Pack",82484,9.99,7.06,"Hasbro",24967
"Gator Golf",16483,39.99,28.06,"Hasbro",24967
"Elefun and Friends Cheeky's Barrel Burst Game",66641,12.99,8.86,"Hasbro",24967
"TRANSFORMERS PRIME CYBERVERSE OPTIMUS MAXIMUS",69247,34.99,24.85,"Hasbro",24967
"BEYBLADE METAL MASTERS PERFORMANCE TOP SYSTEM POISON VIRGO Top",79558,19.18,12.92,"Hasbro",24967
"KRE-O BATTLESHIP COMBAT CHOPPER Construction Set",22553,34.99,23.86,"Hasbro",24967
"MARVEL Universe Build a Figure Collection ARNIM ZOLA! Series MARVEL LEGENDS CAPTAIN AMERICA Figure",55160,29.99,21.36,"Hasbro",24967
"Transformers Generations Combiner Wars Deluxe Class Protectobot Rook Figure",58875,241.95,171.96,"Hasbro",24967
"PLAYSKOOL ROCKTIVITY JUMP 'N JAM GUITAR Toy",76237,21.99,14.92,"Hasbro",24967
"Star Wars The Clone Wars Captain Rex Electronic Command Helmet",29349,39.99,26.87,"Hasbro",24967
"STAR WARS RETURN OF THE JEDI The Vintage Collection KITHABA (Skiff Guard) Figure",57872,12.99,9.02,"Hasbro",24967
"STAR WARS JANGO FETT'S SLAVE I Vehicle",62420,24.99,17.85,"Hasbro",24967
"Star Wars The Clone Wars Radio Control Hailfire Droid",13108,64.99,43.76,"Hasbro",24967
"SPIDER-MAN All-Mission Racer Vehicle",1849,59.99,40.03,"Hasbro",24967
"MARVEL THE AVENGERS MINI MUGGS THOR and LOKI Figures",20050,19.99,13.79,"Hasbro",24967
"FURBY (Navy Blue)",54350,134.91,93.85,"Hasbro",24967
"KRE-O Dungeons & Dragons Fortress Tower Set",36564,19.99,13.76,"Hasbro",24967
"STAR WARS NABOO ROYAL FIGHTER Vehicle with OBI-WAN KENOBI Figure",72549,19.99,13.91,"Hasbro",24967
"Marvel Iron Man 3 Cold Snap Iron Man Figure",52651,13.75,9.78,"Hasbro",24967
"Star Wars The Black Series Toryn Farr Figure",75687,18.57,12.48,"Hasbro",24967
"Transformers Hero Mashers Jetfire Figure",57860,10.99,7.49,"Hasbro",24967
"Transformers Construct-Bots Elite Class Megatron Buildable Action Figure",90022,16.99,11.94,"Hasbro",24967
"Star Wars The Force Awakens 3.75-Inch Figure Forest Mission Armor First Order Stormtrooper",95753,12.99,8.7,"Hasbro",24967
"Transformers Prime Beast Hunters Commander Class Huffer Figure",56023,10.99,7.84,"Hasbro",24967
"Transformers Battle Masters Lockdown Figure",38115,150,106.96,"Hasbro",24967
"Play-Doh Town Police Boy",66726,7.99,5.61,"Hasbro",24967
"Transformers Robots in Disguise Legion Class Night Ops Bumblebee Figure",20725,8.99,6.21,"Hasbro",24967
"Transformers Prime Titan Warrior Megatron Figure",14046,9.99,6.87,"Hasbro",24967
"Star Wars The Clone Wars Thi-Sen",8147,10.99,7.84,"Hasbro",24967
"THOR The Mighty Avenger Lightning Clash THOR",66553,4.95,3.52,"Hasbro",24967
"Transformers Construct-Bots Elite Class Optimus Prime Buildable Action Figure",70487,16.99,11.8,"Hasbro",24967
"PLAYSKOOL SESAME STREET Cookie Monster & Telly Figures",28772,9.95,6.75,"Hasbro",24967
"G.I. JOE RETALIATION SNAKE EYES BLADE OF JUSTICE Toy",41385,19.99,13.35,"Hasbro",24967
"NERF SONIC MICRO DARTS Refill Pack (10 Darts)",27429,9.99,6.66,"Hasbro",24967
"Marvel Avengers Age of Ultron War Machine Vs. Sub-Ultron 006 Figure Pack",62487,8.99,6.33,"Hasbro",24967
"Marvel Universe Punisher Figure",69166,17.99,12.11,"Hasbro",24967
"Marvel Universe Victor Von Doom Figure",8419,32.1,22.84,"Hasbro",24967
"Star Wars Count Dooku Force FX Lightsaber Collectible",83082,59.99,42.48,"Hasbro",24967
"Star Wars Saga Legends AT-AT Driver Figure",83809,8.99,6.1,"Hasbro",24967
"Star Wars The Black Series Vizam Figure",77357,14.99,10.59,"Hasbro",24967
"MARVEL THE AVENGERS Concept Series CAPTAIN AMERICA Figure (8 Inches)",2849,14.99,10.14,"Hasbro",24967
"STAR WARS The Vintage Collection SHOCK TROOPER Figure",58559,14.99,10.32,"Hasbro",24967
"TONKA REAL RUGGED BULLDOZER",35635,12.99,9.25,"Hasbro",24967
"Star Wars The Clone Wars Hyena Bomber",25748,29.99,20.95,"Hasbro",24967
"Star Wars The Clone Wars Boba Fett",66493,239.99,165.06,"Hasbro",24967
"STAR WARS Expanded Universe ARC TROOPER Commander",96246,12.99,8.92,"Hasbro",24967
"Star Wars The Clone Wars Clone Trooper Jek",61047,51.99,34.69,"Hasbro",24967
"STAR WARS THE CLONE WARS AQUA DROID Figure",64918,16.99,11.77,"Hasbro",24967
"DohVinci Style Your Season Ornament Kit",36011,11.99,8.26,"Hasbro",24967
"Playskool Heroes Star Wars Jedi Force Obi-Wan Kenobi Figure",93324,139.99,94.86,"Hasbro",24967
"Star Wars Return of the Jedi Luke Skywalker (Jedi Knight Outfit)",39582,79.99,53.9,"Hasbro",24967
"Marvel Avengers HQ Hulk Buster Breakout Set",1455,21.99,15.41,"Hasbro",24967
"TRANSFORMERS ACTIVATORS RALLY RUMBLE OPTIMUS PRIME",36032,14.49,10.28,"Hasbro",24967
"THOR The Mighty Avenger Sword Spike THOR",86701,6.49,4.48,"Hasbro",24967
"Transformers Generations Deluxe Class Jhiaxus Figure",68351,16.99,11.53,"Hasbro",24967
"THE AMAZING SPIDER-MAN WEB LAUNCHERS Twin-Shot Cannon",24883,11.5,7.74,"Hasbro",24967
"Star Wars Mission Series Bespin Pack",96824,10.99,7.43,"Hasbro",24967
"STAR WARS The Vintage Collection CLONE TROOPER Lieutenant Figure",17381,14.99,10.22,"Hasbro",24967
"Playskool Heroes Super Hero Adventures Deep Sea Iron Man",80985,11.99,8.26,"Hasbro",24967
"Star Wars Basic Lightsaber (Red)",60522,9.99,7.12,"Hasbro",24967
"BEYBLADE BEYWHEELZ RAGING MOLTEN FIREBLAZE",53350,13.99,9.44,"Hasbro",24967
"STAR WARS Trade Federation AAT Vehicle",84537,179.99,123.79,"Hasbro",24967
"My Little Pony Equestria Girls Rainbow Rocks Deluxe Dress Twilight Sparkle Doll",29135,26.99,18.24,"Hasbro",24967
"THE GAME OF LIFE Plastic Pieces and Money Refill",69027,15.97,11.27,"Hasbro",24967
"Nerf Zombie Strike Biosquad Zombie Repellent Can",68976,19.99,13.7,"Hasbro",24967
"Star Wars The Clone Wars Mandalorian Warrior",80984,89.91,60.24,"Hasbro",24967
"STAR WARS CLONE TROOPER Electronic Helmet",84409,25.99,17.94,"Hasbro",24967
"TRANSFORMERS PRIME ROBOTS IN DISGUISE OPTIMUS PRIME Mission Helmet",21525,24.99,17.82,"Hasbro",24967
"EASY-BAKE Ultimate Oven Party Pretzel Dippers Refill",34306,12.99,8.94,"Hasbro",24967
"Star Wars Saga Legends Han Solo Figure",22325,8.99,6.26,"Hasbro",24967
"STAR WARS THE PHANTOM MENACE THE VINTAGE COLLECTION DARTH SIDIOUS Figure",96102,14.99,10.36,"Hasbro",24967
"Marvel Captain America Super Soldier Gear Dualshot Gauntlet",24735,11.99,8.1,"Hasbro",24967
"Transformers Generations Legends Class Autobot Powerglide Figure",41440,10.99,7.57,"Hasbro",24967
"Marvel Ultimate Spider-Man Web Warriors Spider-Man ATV Vehicle",91825,10.99,7.58,"Hasbro",24967
"MARVEL Universe EPIC HEROES MARVEL LEGENDS X-MUTANTS Figure",74562,19.99,14.07,"Hasbro",24967
"G.I. JOE RETALIATION FLINT Figure",70821,10.99,7.54,"Hasbro",24967
"Star Wars The Force Awakens 3.75-Inch Figure Space Mission Poe Dameron",97484,14.99,10.05,"Hasbro",24967
"Star Wars Saga Legends: 501st Legion Trooper",79760,34.89,24.27,"Hasbro",24967
"PLAY-DOH VALENTINES BAG",61759,24.99,16.82,"Hasbro",24967
"Beyblade Metal Fusion WIND AND SHOOT LAUNCHER",33393,10.99,7.36,"Hasbro",24967
"MIGHTY MUGGS Blank Black",20435,9.89,6.69,"Hasbro",24967
"Disney Princess Little Kingdom Fashion Change Snow White",85338,9.99,6.82,"Hasbro",24967
"Furreal Friends Feed Me Babies Sippy Pup Pet",44381,18.99,12.78,"Hasbro",24967
"Playskool Sesame Street Hugs Forever Friends Abby Cadabby Figure",14797,13.99,9.44,"Hasbro",24967
"KRE-O Dungeons & Dragons Orc's Crossbow Set",22986,4.32,3.05,"Hasbro",24967
"Hero Mashers Transformers Robots in Disguise Bumblebee Figure",5925,24,16.02,"Hasbro",24967
"PLAYSKOOL SESAME STREET Rockin' Shapes & Colors Elmo",93660,22.99,15.44,"Hasbro",24967
"MARVEL Universe Series 4 IRON FIST Figure",25934,12,8.54,"Hasbro",24967
"Play-Doh Design-a-Dress Fashion Kit Featuring Disney Princess Rapunzel",68707,10.99,7.65,"Hasbro",24967
"STAR WARS FORCE TECH MACE WINDU ELECTRONIC LIGHTSABER",4559,27.99,19.43,"Hasbro",24967
"MARVEL Super Hero Squad THE AMAZING SPIDER-MAN Escape From Lizard's Lair! 3-Pack",43706,25.75,17.25,"Hasbro",24967
"PLAY-DOH Sweet Shoppe Candy Jar Set",56218,10.99,7.44,"Hasbro",24967
"Transformers Bot Shots Optimus Prime Launcher",64619,10.99,7.54,"Hasbro",24967
"MARVEL THE AVENGERS Movie Series HULK Figure (8 Inches)",30479,14.99,10.66,"Hasbro",24967
"Play-Doh Design-a-Dress Fashion Kit Featuring Disney Princess Cinderella",83278,10.99,7.39,"Hasbro",24967
"BEYBLADE EXTREME TOP SYSTEM ELECTRO BATTLERS X-55 ELECTRO SERPENT Top",33553,16.99,11.6,"Hasbro",24967
"MARVEL ULTIMATE SPIDER-MAN Power Webs Spider Strike Crossbow",69216,16.99,12.06,"Hasbro",24967
"Star Wars The Clone Wars Clone Pilot Goji",7037,29.99,20.07,"Hasbro",24967
"STAR WARS NABOO STARFIGHTER Vehicle",25373,19.17,12.96,"Hasbro",24967
"Star Wars The Empire Strikes Back 3.75-Inch Figure Forest Mission Luke Skywalker Bespin",97749,7.4,5.14,"Hasbro",24967
"My Little Pony Friendship is Magic Cutie Twisty-Do Applejack Figure",11254,14.99,10.28,"Hasbro",24967
"NERF N-STRIKE MISSION KIT: Tactical Light",23046,39.99,27.8,"Hasbro",24967
